               Convergence Check               
IT         Rel. DE       Rel. DP       Rel. DT  
53       3.2359E-05    1.1139E-03    3.3387E-05
54       1.6021E-04    1.3676E-04    8.2872E-05
55       5.8593E-04    1.1073E-03    5.9562E-05
56       2.7935E-04    9.6607E-04    2.1036E-05
57       3.9106E-04    3.7954E-04    3.6561E-05
58       5.9170E-04    1.0875E-04    1.1256E-05
59       6.4891E-04    9.5118E-04    6.7496E-05
60       2.9239E-04    1.3305E-03    4.1432E-05
61       7.2829E-05    5.3888E-04    1.9663E-05
62       1.8241E-04    1.3026E-03    7.9993E-05
63       6.0753E-04    1.7764E-03    8.5166E-06
64       5.5781E-04    1.1425E-03    6.0288E-05
65       2.4668E-04    1.9810E-03    5.7851E-05
66       5.6129E-04    2.0160E-03    2.7454E-06
67       5.6614E-04    4.3760E-05    1.3285E-04
68       1.3553E-04    2.9241E-04    2.2482E-05
69       2.5167E-04    9.5942E-04    6.7076E-05
70       1.0827E-04    2.0403E-03    4.8795E-05
71       3.6606E-04    2.2192E-03    2.2398E-06
72       3.8170E-04    2.0725E-03    4.0377E-06
73       4.0449E-04    1.4334E-03    1.5799E-05
74       3.2388E-04    8.3804E-04    7.0626E-06
75       2.8567E-04    4.1882E-04    1.9804E-06
76       2.8104E-04    7.4988E-04    4.1613E-05
77       5.0118E-04    8.1313E-04    1.8465E-05
78       6.0765E-04    8.0362E-04    2.0447E-05
79       7.1664E-04    4.7183E-05    3.0601E-05
80       5.5639E-04    1.0653E-03    5.4557E-05
81       2.6704E-04    1.8568E-03    4.0504E-05
82       5.2628E-05    1.9315E-03    6.6904E-06
83       1.8708E-05    1.8526E-03    1.3042E-05
84       5.1043E-05    1.6474E-03    1.7470E-05
85       1.4154E-04    7.0254E-04    2.2714E-05
86       2.2957E-05    4.1883E-04    2.6900E-05
87       1.2327E-04    2.3605E-03    8.8865E-05
88       5.9954E-04    3.5065E-03    3.7859E-05
89       8.0379E-04    3.2361E-03    4.2780E-05
90       5.8086E-04    2.6758E-03    3.5989E-05
91       3.8804E-04    1.7409E-03    4.8427E-05
92       1.2771E-04    1.1059E-03    2.3556E-05
93       7.3860E-06    8.0614E-04    4.7301E-06
94       1.9421E-05    5.4380E-04    4.7924E-06
95       4.9927E-05    1.0882E-03    4.7384E-05
96       2.2166E-04    2.7486E-03    1.2766E-04
97       9.0420E-04    1.9337E-03    3.0499E-05
98       7.4215E-04    5.6444E-04    1.1705E-04
99       1.1827E-04    2.4240E-03    7.0089E-05
100      2.5602E-04    3.2959E-03    2.9323E-05
101      4.1289E-04    3.1257E-03    1.1728E-05
102      3.4578E-04    2.2071E-03    4.1228E-05
103      1.2710E-04    1.4992E-03    1.8365E-05
104      2.4399E-05    7.4987E-04    2.7058E-05
105      1.1987E-04    5.2771E-04    3.3960E-06
106      1.0329E-04    4.4874E-04    1.1683E-06
107      1.0169E-04    8.1337E-04    2.7521E-05
108      4.9858E-05    1.9762E-03    8.7438E-05
109      5.1961E-04    1.9537E-03    1.6158E-05
110      5.9598E-04    6.7122E-04    5.5814E-05
111      3.0898E-04    7.0944E-04    4.1838E-05
112      5.2272E-04    1.5725E-04    1.2815E-05
113      4.5932E-04    1.8082E-04    2.8292E-05
114      6.1100E-04    9.6665E-06    8.5698E-06
115      6.4885E-04    8.0745E-04    3.8411E-05
116      4.4914E-04    4.2018E-04    3.7606E-05
117      6.4989E-04    9.8224E-05    2.0879E-05
118      7.5925E-04    8.0188E-04    5.5625E-05
119      4.6313E-04    8.9200E-04    1.8356E-05
120      3.5974E-04    2.9809E-04    1.2984E-05
121      4.3119E-04    3.9069E-04    1.2492E-05
122      4.9637E-04    4.9983E-04    2.2993E-05
123      3.7007E-04    1.3410E-05    5.7768E-05
124      6.0869E-05    7.4117E-05    1.4938E-05
125      1.7974E-05    9.5865E-04    3.7921E-05
126      1.8218E-04    1.5761E-03    2.9465E-05
127      3.4117E-04    1.1379E-03    2.1624E-05
128      2.1852E-04    7.1600E-04    1.0722E-04
129      3.5487E-04    1.3342E-03    2.6007E-05
130      4.9110E-04    1.0368E-04    9.5313E-05
131      1.5361E-05    1.3466E-03    7.3895E-05
132      4.0753E-04    1.2641E-03    3.9781E-07
133      4.0549E-04    1.1817E-04    5.1691E-05
134      1.3099E-04    7.6219E-04    2.3394E-05
135      1.0052E-05    1.1812E-03    1.0925E-05
136      6.6575E-05    2.0163E-03    2.1172E-05
137      5.6319E-05    2.8454E-03    2.8992E-05
138      1.9978E-04    1.9101E-03    7.9839E-05
139      2.2391E-04    2.2065E-03    2.2529E-05
140      9.3474E-05    3.0897E-03    6.3833E-05
141      2.3845E-04    1.6406E-03    8.9045E-05
142      2.2712E-04    5.7469E-04    4.2702E-05
143      4.5185E-04    5.5503E-05    1.7790E-05
144      5.4892E-04    6.7157E-04    2.4247E-05
145      6.7361E-04    3.2333E-04    3.8379E-05
146      4.6818E-04    3.0393E-04    5.5459E-05
147      1.7044E-04    2.8826E-05    5.1135E-06
148      2.0219E-04    1.3299E-03    6.6695E-05
149      5.5711E-04    1.5396E-03    1.2926E-06
150      5.3827E-04    2.5259E-04    8.8820E-05
151      7.8230E-05    5.0925E-04    3.1172E-05
152      2.3532E-04    2.6152E-04    5.0346E-06
153      2.0579E-04    2.3863E-05    1.7651E-06
154      2.1705E-04    3.4914E-04    5.2109E-05
155      4.9018E-04    1.2019E-04    1.1815E-05
156      5.5455E-04    7.7503E-05    2.2147E-05
157      6.6733E-04    4.3256E-04    9.9182E-06
158      7.2482E-04    3.3088E-04    3.9934E-05
159      9.3549E-04    5.7848E-04    1.4369E-05
160      1.0085E-03    2.0989E-03    7.1863E-05
161      6.2805E-04    3.2479E-03    4.0232E-05
162      4.3010E-04    4.0159E-03    2.0186E-05
163      2.9559E-04    6.2609E-03    1.4524E-04
164      4.4949E-04    4.2360E-03    1.1917E-04
165      1.6683E-04    2.8124E-03    2.9216E-05
166      3.1777E-04    1.5612E-03    7.6911E-06
167      3.5446E-04    3.6469E-04    5.2675E-05
168      6.3546E-04    2.5198E-03    8.2904E-05
169      1.0738E-03    2.9647E-03    4.0882E-07
170      1.0698E-03    6.2622E-04    1.5349E-04
171      2.6188E-04    7.8085E-04    8.1945E-05
172      1.6747E-04    2.4914E-04    5.9466E-05
173      1.4689E-04    9.7684E-04    2.5897E-05
174      2.8192E-04    1.3502E-04    8.7145E-05
175      1.8681E-04    2.0925E-03    1.4161E-04
176      9.1673E-04    7.0351E-04    8.0384E-05
177      5.0972E-04    5.5210E-05    1.2084E-05
178      4.4882E-04    5.1193E-04    1.3008E-05
179      3.8408E-04    1.2921E-03    3.6040E-05
180      1.9765E-04    1.0963E-03    1.6548E-05
181      2.8248E-04    6.4502E-04    1.2750E-05
182      3.5306E-04    1.2079E-03    1.0728E-04
183      9.2258E-04    1.1687E-03    9.2555E-06
184      8.7394E-04    1.4070E-03    1.4895E-04
185      1.0107E-04    2.9806E-03    7.2349E-05
186      2.8603E-04    4.5218E-03    1.0518E-04
187      8.3575E-04    3.3001E-03    4.5422E-05
188      5.9954E-04    8.1903E-04    9.2285E-05
189      1.0137E-04    1.6922E-03    8.7430E-05
190      3.4823E-04    2.3484E-03    2.5589E-05
191      2.2022E-04    3.4903E-03    3.4203E-05
192      4.1004E-04    3.9905E-03    6.3438E-06
193      4.3400E-04    3.0361E-03    7.1013E-05
194      7.3499E-05    3.1219E-03    2.3827E-05
195      1.9525E-04    2.3039E-03    3.1846E-05
196      3.3812E-05    1.8131E-03    5.4341E-06
197      6.5904E-05    9.6108E-04    1.3045E-05
198      3.5779E-06    4.5803E-04    5.1051E-05
199      2.7024E-04    1.4371E-03    2.8984E-05
200      4.2514E-04    1.6976E-03    6.1537E-07
201      4.3212E-04    8.8847E-05    1.1156E-04
202      1.7471E-04    1.8238E-03    1.3335E-04
203      8.6784E-04    9.8959E-05    1.0862E-04
204      3.0194E-04    2.0839E-03    9.2146E-05
205      1.8307E-04    3.2394E-03    5.7113E-05
206      0.0000E+00    0.0000E+00    0.0000E+00
207      4.7991E-04    2.8560E-03    1.6470E-05
208      3.9019E-04    1.9215E-03    2.4272E-05
209      2.6401E-04    1.1552E-03    7.5362E-06
210      3.0678E-04    2.9944E-04    1.9738E-05
211      2.0014E-04    3.5492E-03    1.3131E-04
212      5.0162E-04    6.5741E-03    1.2966E-04
213      1.1823E-03    5.8676E-03    7.1686E-05
214      8.0640E-04    3.4632E-03    1.2038E-04
215      1.7274E-04    1.9507E-03    3.4986E-05
216      5.0505E-06    2.2584E-03    8.2428E-05
217      4.3109E-04    7.2971E-04    5.6322E-05
218      1.3915E-04    1.0973E-03    7.9651E-05
219      2.8048E-04    1.7101E-03    1.7773E-05
220      3.6991E-04    7.6823E-04    6.7588E-05
221      9.3169E-06    2.5236E-04    3.5452E-05
222      1.7676E-04    1.0185E-03    3.5121E-05
223      3.5214E-06    2.0719E-03    4.7340E-05
224      2.5909E-04    2.9017E-03    4.7719E-05
225      5.0459E-04    1.2068E-03    9.7678E-05
226      1.5626E-05    1.0410E-03    1.1063E-04
227      5.9379E-04    2.2389E-03    4.6731E-05
228      8.5344E-04    1.9414E-03    2.8040E-05
229      6.9418E-04    3.6166E-04    1.4782E-04
230      6.8903E-05    6.3668E-04    7.6644E-05
231      3.3758E-04    1.1871E-03    2.7631E-05
232      4.8201E-04    5.6343E-04    4.4194E-05
233      2.5995E-04    5.3624E-04    2.9928E-06
234      2.6970E-04    3.2461E-04    5.8557E-05
235      3.7079E-05    9.2350E-05    8.5945E-06
236      8.9030E-06    1.7082E-03    9.6006E-05
237      5.2788E-04    3.5121E-03    9.2471E-05
238      1.0161E-03    3.6149E-03    6.5038E-06
239      9.9172E-04    3.8130E-03    3.5246E-05
240      1.1776E-03    8.4484E-04    1.4957E-04
241      3.8849E-04    2.3661E-03    1.5330E-04
242      4.1758E-04    2.0752E-03    4.7458E-05
243      1.6077E-04    3.8931E-04    1.0011E-04
244      3.7641E-04    5.1739E-04    4.0170E-05
245      5.8612E-04    2.3067E-05    5.0001E-05
246      3.2691E-04    2.2467E-04    2.0640E-05
247      2.2134E-04    3.0655E-04    2.0448E-05
248      1.0909E-04    6.4851E-04    4.2557E-05
249      1.0580E-04    1.9350E-04    1.1399E-05
250      5.0599E-05    2.3674E-04    3.2140E-05
251      2.1934E-04    5.8585E-04    2.0404E-05
252      1.0269E-04    2.4466E-03    7.9194E-05
253      3.1153E-04    2.8545E-03    2.0775E-05
254      2.1123E-04    2.4341E-03    5.6599E-05
255      9.9266E-05    1.4644E-03    7.7204E-05
256      4.9486E-04    1.7930E-03    2.5357E-05
257      3.6255E-04    8.1354E-04    4.6595E-05
258      6.1032E-04    2.2200E-04    3.2009E-05
259      7.7433E-04    4.1793E-04    1.7405E-05
260      6.8275E-04    4.4410E-04    9.5135E-06
261      6.2820E-04    2.3355E-04    7.4284E-06
262      5.9245E-04    1.8444E-04    1.8718E-05
263      6.8781E-04    9.6118E-04    4.9953E-05
264      4.1763E-04    2.0375E-03    5.0366E-05
265      1.5287E-04    1.4856E-03    4.0819E-05
266      3.6821E-04    5.9221E-04    4.6029E-05
267      6.0602E-04    8.0523E-05    1.7101E-05
268      6.9910E-04    7.3440E-04    4.2077E-05
269      9.2382E-04    4.3849E-04    2.3885E-05
270      7.9285E-04    1.3190E-03    1.0774E-04
271      2.1652E-04    2.2776E-03    5.1256E-05
272      3.7843E-05    9.3610E-04    9.6235E-05
273      4.5054E-04    1.5851E-03    4.3809E-05
274      2.1890E-04    1.8977E-03    1.9780E-05
275      1.1187E-04    1.1104E-03    3.5848E-05
276      3.0119E-04    1.7566E-04    5.9840E-05
277      6.1096E-04    8.4433E-04    2.3868E-05
278      7.4392E-04    1.0257E-03    4.0681E-06
279      7.5889E-04    8.4168E-04    1.2715E-04
280      7.9776E-05    1.5497E-03    5.4704E-05
281      1.9872E-04    4.8373E-04    1.1170E-04
282      3.7998E-04    5.9146E-04    1.6649E-05
283      2.8890E-04    1.2607E-05    4.1832E-05
284      6.5337E-05    1.6330E-04    2.3075E-06
285      6.0262E-05    2.0014E-04    3.5121E-05
286      2.2945E-04    1.3658E-03    9.0597E-05
287      2.2653E-04    1.4398E-03    8.5805E-06
288      2.1154E-04    1.8097E-03    3.6724E-05
289      3.9187E-04    7.5864E-04    1.4375E-04
290      3.5415E-04    1.8061E-03    3.6189E-05
291      5.3943E-04    1.8342E-03    1.2810E-05
292      4.7519E-04    1.9312E-03    4.0889E-06
293      4.4355E-04    1.6641E-03    3.5273E-05
294      2.6626E-04    3.0637E-03    7.6890E-05
295      6.6338E-04    3.5889E-03    3.6166E-05
296      8.5815E-04    2.6616E-03    1.9218E-05
297      7.4211E-04    5.0445E-04    6.9142E-05
298      3.9387E-04    2.7615E-04    6.6670E-05
299      7.3682E-04    9.4754E-04    1.3830E-05
300      6.6395E-04    2.9005E-03    6.1728E-05
301      3.3511E-04    5.0170E-03    8.6121E-05
302      1.2412E-04    5.0870E-03    1.2741E-05
303      4.0841E-05    1.8597E-03    1.8421E-04
304      9.1052E-04    1.4229E-03    2.1487E-06
305      8.9904E-04    2.7812E-03    8.7318E-05
306      4.3305E-04    4.9333E-03    1.2988E-04
307      2.4031E-04    4.5767E-03    2.6527E-05
308      9.7777E-05    2.3210E-03    1.2800E-04
309      5.6083E-04    2.4919E-03    3.5829E-05
310      3.6705E-04    3.4151E-03    7.7201E-05
311      3.7365E-05    2.3736E-03    3.3447E-05
312      1.3609E-04    3.9459E-04    6.9076E-05
313      4.9198E-04    1.0718E-03    3.2537E-05
314      6.5888E-04    1.3761E-03    2.5994E-05
315      5.1721E-04    5.3024E-04    7.7098E-05
316      1.1588E-04    2.1986E-04    2.9955E-05
317      4.2317E-05    1.1514E-05    2.8321E-05
318      1.9872E-04    6.7661E-05    1.7953E-05
319      2.9009E-04    1.7297E-03    7.2004E-05
320      7.9871E-05    2.7291E-03    2.9759E-05
321      2.2755E-04    2.9476E-03    1.3960E-06
322      2.3848E-04    3.2831E-03    3.2126E-05
323      3.9677E-04    2.8970E-03    6.7360E-06
324      4.4099E-04    2.6354E-03    3.9158E-05
325      6.3263E-04    5.2807E-04    6.9014E-05
326      2.8429E-04    1.5224E-03    6.2613E-05
327      6.5170E-05    3.8155E-03    1.0778E-04
328      6.1093E-04    1.7432E-03    1.3891E-04
329      9.9676E-05    5.0482E-04    1.0843E-04
330      6.6555E-04    1.8287E-03    5.7978E-05
331      9.6295E-04    1.0048E-03    5.7610E-05
332      6.5145E-04    7.6003E-04    9.9755E-05
333      1.4655E-04    3.4703E-04    4.3175E-05
334      3.5915E-04    7.8306E-04    2.6476E-05
335      2.1734E-04    8.5000E-04    7.2690E-06
336      1.7774E-04    4.9873E-04    6.9943E-05
337      5.3791E-04    2.3247E-03    9.5744E-05
338      1.0342E-03    3.5155E-03    7.8702E-05
339      1.4465E-03    2.5176E-03    2.4397E-05
340      1.3110E-03    1.7611E-03    2.1012E-04
341      2.1656E-04    4.9039E-03    1.4677E-04
342      5.3186E-04    2.9747E-03    1.2655E-04
343      1.1793E-04    3.3543E-04    1.2075E-04
344      7.3315E-04    1.0790E-04    2.1486E-05
345      6.1861E-04    5.4788E-05    4.2032E-05
346      3.9911E-04    1.9979E-04    8.2815E-06
347      3.5271E-04    4.9704E-04    7.8670E-07
348      3.5963E-04    9.6349E-04    2.2386E-05
349      4.7711E-04    1.8102E-04    7.6687E-05
350      6.4126E-05    1.4124E-03    7.8653E-05
351      3.2354E-04    2.6685E-04    1.0885E-04
352      2.1727E-04    1.3925E-03    1.1024E-04
353      3.4425E-04    2.8686E-03    8.4158E-05
354      8.0162E-04    3.8419E-03    7.3659E-05
355      1.1686E-03    1.6725E-03    1.0791E-04
356      6.3003E-04    7.6492E-04    5.8348E-06
357      6.0896E-04    5.6288E-04    3.8054E-05
358      8.0858E-04    1.2085E-03    5.8187E-05
359      5.1405E-04    3.5285E-03    9.4145E-05
360      3.6744E-05    4.0674E-03    7.8833E-06
361      3.7503E-06    3.0961E-03    4.3920E-05
362      2.3604E-04    9.8247E-04    9.3908E-05
363      7.2484E-04    1.4415E-04    1.2230E-05
364      7.9621E-04    1.0961E-04    2.1480E-05
365      6.9069E-04    9.0432E-04    7.5300E-05
366      2.9605E-04    1.4519E-03    6.4850E-05
367      2.2040E-05    9.1539E-04    1.1432E-04
368      5.6540E-04    2.2509E-03    3.8405E-05
369      7.7772E-04    3.0283E-03    2.1042E-05
370      8.9123E-04    2.9864E-03    5.4129E-06
371      8.6151E-04    2.7952E-03    1.2737E-05
372      9.6763E-04    3.0293E-03    6.7701E-05
373      1.2941E-03    2.5280E-03    2.8946E-04
374      1.9321E-04    4.4754E-03    6.5444E-05
375      5.2513E-04    2.8702E-03    1.0000E-04
376      4.7565E-08    5.1387E-04    1.1916E-04
377      6.2821E-04    1.2659E-04    1.0966E-05
378      6.8683E-04    2.1657E-03    1.1106E-04
379      1.1748E-04    3.2724E-03    3.9490E-05
380      7.8645E-05    3.9201E-03    2.2835E-05
381      1.9825E-04    5.1543E-03    7.5584E-05
382      5.8867E-04    5.3670E-03    2.7817E-05
383      7.2831E-04    3.8903E-03    4.8637E-05
384      4.6835E-04    2.0776E-03    4.2444E-05
385      2.5474E-04    1.1678E-03    2.6445E-05
386      3.8393E-04    1.0614E-03    6.7811E-05
387      2.5676E-05    3.4750E-03    9.3124E-05
388      4.6903E-04    3.8204E-03    1.6334E-05
389      3.7561E-04    2.0956E-03    1.2637E-04
390      2.6683E-04    2.6982E-03    3.3816E-05
391      9.3596E-05    4.0723E-03    7.1394E-05
392      3.0194E-04    5.8063E-03    1.1459E-04
393      8.8642E-04    2.9596E-03    1.4883E-04
394      1.2379E-04    6.2287E-04    8.1306E-05
395      2.9811E-04    1.0765E-03    6.0138E-05
396      6.0744E-04    1.5110E-03    1.2917E-05
397      6.6660E-04    1.2441E-03    1.6922E-04
398      2.2946E-04    3.2836E-03    1.2003E-04
399      8.4820E-04    9.7435E-04    1.3303E-04
400      1.6045E-04    8.9983E-04    8.2295E-05
401      2.4899E-04    8.0526E-04    2.9845E-05
402      9.3486E-05    2.1919E-03    7.2654E-05
403      4.6965E-04    3.9152E-03    8.9653E-05
404      9.3204E-04    3.9766E-03    4.2024E-06
405      9.0092E-04    3.1545E-03    3.0236E-05
406      7.5126E-04    2.8138E-03    2.9224E-05
407      8.9743E-04    2.1143E-04    1.3602E-04
408      1.7222E-04    4.4813E-03    2.0957E-04
409      9.1027E-04    3.6908E-03    1.0064E-04
410      3.8634E-04    9.0757E-04    1.9114E-04
411      5.9910E-04    1.5799E-03    3.7057E-05
412      3.7595E-04    3.7560E-03    1.1395E-04
413      1.8814E-04    1.3021E-03    2.0181E-04
414      8.4126E-04    1.7380E-03    1.3760E-05
415      9.0437E-04    3.7935E-03    6.6270E-05
416      5.6303E-04    4.1898E-03    3.2597E-05
417      7.1957E-04    4.0395E-03    4.3243E-05
418      9.6205E-04    2.6400E-03    1.1804E-04
419      1.5578E-03    4.9135E-03    1.2704E-04
420      8.8318E-04    7.3614E-03    1.5632E-04
421      9.3884E-05    5.0012E-03    8.7649E-05
422      5.2326E-04    2.5002E-03    3.2332E-05
423      6.9476E-04    1.8707E-03    1.3625E-04
424      1.3982E-03    4.3373E-03    2.6382E-05
425      1.5155E-03    3.4451E-03    1.4703E-04
426      7.5980E-04    4.7260E-03    3.1315E-05
427      9.3404E-04    7.4728E-03    1.5443E-04
428      1.7059E-03    6.1606E-03    5.0245E-05
429      1.4549E-03    3.6930E-03    6.8640E-05
430      1.0914E-03    5.0270E-04    1.7322E-04
431      2.0036E-04    3.0571E-03    9.2239E-05
432      2.6974E-04    2.5934E-03    5.5790E-05
433      1.4168E-05    1.3904E-03    5.8222E-05
434      2.9690E-04    1.9539E-03    9.5031E-05
435      1.9220E-04    9.1792E-04    8.4157E-05
436      2.3296E-04    7.0022E-03    2.5288E-04
437      1.5157E-03    1.0241E-02    1.0349E-04
438      2.0400E-03    9.8656E-03    3.8847E-05
439      1.8367E-03    6.7230E-03    1.4543E-04
440      1.1051E-03    3.1564E-03    1.2696E-04
441      4.6084E-04    2.7616E-03    2.9131E-04
442      1.0217E-03    3.4593E-03    1.8351E-05
443      9.4825E-04    1.4033E-03    3.1483E-04
444      6.2819E-04    2.9911E-03    7.3536E-05
445      9.9811E-04    4.5859E-03    1.1618E-04
446      1.5900E-03    5.8362E-03    1.3501E-04
447      2.2772E-03    4.3456E-03    7.7249E-06
448      2.3158E-03    1.2983E-03    2.2208E-04
449      1.1644E-03    6.9739E-03    2.3221E-04
450      3.1812E-05    4.5865E-03    2.5071E-04
451      1.2791E-03    5.1554E-03    1.9172E-05
452      1.1572E-03    7.8086E-03    1.6802E-04
453      3.2912E-04    5.4548E-03    1.2932E-04
454      9.7245E-04    1.6450E-03    1.7082E-04
455      1.8159E-03    1.1077E-03    9.5927E-05
456      2.2956E-03    2.9739E-03    6.2473E-05
457      2.6133E-03    3.1792E-03    8.6213E-06
458      2.5520E-03    6.6656E-04    1.4307E-04
459      1.8633E-03    6.9758E-04    2.7724E-05
460      1.7007E-03    4.7471E-03    2.0118E-04
461      7.1244E-04    5.7144E-03    9.2001E-06
462      6.6147E-04    5.3892E-03    1.7529E-05
463      7.3902E-04    5.7009E-03    7.9415E-05
464      3.4043E-04    4.9132E-03    7.6322E-05
465      5.3315E-05    1.7289E-03    7.6235E-07
466      5.4230E-05    4.9038E-03    1.8784E-04
467      8.6425E-04    9.2702E-03    8.3502E-05
468      1.2673E-03    9.7349E-03    6.7096E-05
469      9.4015E-04    7.7367E-03    1.3527E-04
470      2.5539E-04    3.2017E-03    2.5838E-04
471      1.0257E-03    1.1839E-03    9.8216E-05
472      1.5077E-03    3.5137E-03    1.4804E-04
473      7.8963E-04    3.3421E-03    3.0017E-05
474      9.7667E-04    9.3914E-05    2.3033E-04
475      2.1082E-03    7.2130E-04    4.5055E-05
476      1.9222E-03    3.1287E-05    9.1919E-05
477      2.3944E-03    6.3142E-04    9.0521E-06
478      2.3931E-03    2.1216E-03    6.6839E-05
479      2.0697E-03    4.7267E-03    1.7005E-04
480      1.2478E-03    3.9601E-03    1.3452E-05
481      1.3272E-03    5.2193E-04    2.1287E-04
482      2.4550E-03    6.0474E-03    2.8302E-04
483      3.8714E-03    1.9590E-03    3.0872E-04
484      2.3521E-03    2.0507E-03    2.4265E-04
485      1.1644E-03    4.0916E-04    1.0237E-04
486      1.7137E-03    2.5634E-03    1.7223E-04
487      2.5782E-03    2.0291E-03    2.9914E-04
488      1.0976E-03    5.4573E-03    1.8784E-04
489      1.6774E-04    3.1920E-03    1.4065E-04
490      9.0316E-04    1.0630E-04    1.6997E-04
491      1.7941E-03    1.2764E-03    5.6626E-05
492      2.0970E-03    1.2835E-03    1.6211E-04
493      1.2989E-03    3.4310E-03    1.2994E-04
494      6.5158E-04    3.7664E-03    4.6368E-05
495      4.2821E-04    1.5613E-03    8.9791E-05
496      9.2614E-04    1.8114E-03    1.5349E-04
497      1.7033E-03    6.4347E-04    1.2523E-04
498      1.1120E-03    1.0606E-03    3.9880E-05
499      1.3222E-03    1.4253E-03    1.3878E-04
500      6.2905E-04    4.4069E-03    1.5821E-04
501      1.6772E-04    5.0222E-03    3.6134E-05
502      3.3674E-04    3.3132E-03    7.1603E-05
503      4.3213E-05    1.7485E-03    3.3697E-05
504      2.3462E-04    9.8999E-04    1.6895E-05
505      1.5939E-04    1.1490E-03    7.0072E-05
506      1.8458E-04    1.0355E-03    5.6197E-05
507      4.7279E-04    3.5747E-04    4.0727E-05
508      6.6179E-04    3.5239E-03    1.5571E-04
509      1.4244E-04    6.6078E-03    9.3073E-05
510      6.6350E-04    7.8133E-03    2.0604E-05
511      7.6204E-04    4.1157E-03    2.5153E-04
512      5.0980E-04    2.5333E-03    6.8042E-05
513      8.4132E-04    4.3563E-03    1.6680E-04
514      5.3749E-05    3.8176E-03    4.6641E-05
515      2.8382E-04    3.9461E-03    3.5863E-04
516      1.5413E-03    9.4390E-03    1.8727E-04
517      2.4997E-03    1.1183E-02    2.8483E-05
518      2.6337E-03    9.2054E-03    1.2457E-04
519      1.9951E-03    5.9105E-03    1.4368E-04
520      1.2346E-03    2.4485E-03    1.3638E-04
521      5.4883E-04    2.4828E-03    1.0409E-04
522      1.0589E-03    1.3831E-03    4.0907E-05
523      1.2713E-03    1.5677E-03    4.4977E-05
524      1.0112E-03    6.0313E-03    1.5265E-04
525      2.6267E-04    8.0782E-03    4.0902E-05
526      5.4083E-05    4.4898E-03    2.8346E-04
527      1.4362E-03    1.5790E-03    2.2997E-04
528      2.6279E-03    3.7033E-03    7.0657E-05
529      2.2069E-03    1.1483E-02    4.4522E-04
530      2.9668E-06    1.1644E-02    4.9346E-06
531      4.7562E-05    7.8599E-03    8.1293E-05
532      3.7781E-04    3.7647E-03    4.7650E-04
533      2.7551E-03    9.0610E-03    3.7321E-05
534      2.9301E-03    1.1036E-02    8.4672E-05
535      2.5007E-03    1.2224E-02    5.1329E-05
