               Convergence Check               
IT         Rel. DE       Rel. DP       Rel. DT  
62       3.7003E-04    1.4615E-03    3.3751E-05
63       3.6389E-04    1.0236E-03    1.7636E-05
64       3.6743E-04    2.7128E-04    3.8672E-05
65       3.7474E-04    3.4052E-04    1.5464E-05
66       3.7186E-04    1.0376E-03    5.1533E-05
67       3.6238E-04    1.2315E-03    1.5965E-05
68       3.5957E-04    8.0399E-04    1.8463E-05
69       3.6315E-04    3.0143E-04    1.7475E-05
70       3.6652E-04    3.0017E-05    3.1070E-06
71       3.6723E-04    6.0700E-05    1.0260E-05
72       3.6543E-04    2.8156E-04    2.0361E-05
73       3.6177E-04    5.3830E-04    2.6183E-05
74       3.5696E-04    6.8530E-04    2.5879E-05
75       3.5228E-04    3.4858E-04    5.5501E-06
76       3.5352E-04    2.1863E-04    2.2821E-05
77       3.5788E-04    9.7916E-05    1.9712E-05
78       3.5423E-04    6.3756E-04    5.7472E-05
79       3.4368E-04    9.0579E-04    2.5175E-05
80       3.3921E-04    5.7606E-04    4.0251E-06
81       3.4003E-04    3.3684E-04    1.4051E-05
82       3.3751E-04    4.7448E-05    5.6984E-06
83       3.3662E-04    8.0342E-04    2.7156E-05
84       3.4183E-04    1.3640E-03    2.8399E-05
85       3.4717E-04    1.1118E-03    4.8304E-06
86       3.4643E-04    3.8025E-04    1.2706E-05
87       3.4421E-04    7.9327E-04    2.7598E-05
88       3.3920E-04    2.1896E-03    3.7008E-05
89       3.3248E-04    3.1934E-03    1.3838E-05
90       3.3010E-04    3.7117E-03    5.9242E-06
91       3.3131E-04    4.1767E-03    7.8026E-06
92       3.2999E-04    4.4736E-03    1.5825E-05
93       3.2721E-04    4.5578E-03    2.2689E-05
94       3.2306E-04    4.4618E-03    3.1756E-05
95       3.1737E-04    3.6188E-03    2.3053E-06
96       3.1792E-04    2.3395E-03    1.4354E-05
97       3.2061E-04    7.4984E-04    2.3227E-05
98       3.2517E-04    1.3147E-03    5.6471E-05
99       3.3566E-04    2.3447E-03    5.0376E-06
100      3.3483E-04    2.0773E-03    6.4675E-05
101      3.2297E-04    1.2210E-03    8.0232E-05
102      3.0831E-04    6.0235E-04    5.8208E-05
103      2.9774E-04    6.0798E-04    2.2230E-05
104      2.9378E-04    9.8693E-04    3.1665E-06
105      2.9333E-04    1.4201E-03    2.9949E-06
106      2.9405E-04    1.5814E-03    3.9269E-06
107      2.9340E-04    1.1487E-03    2.8540E-05
108      2.8823E-04    6.5422E-04    1.9236E-05
109      2.8490E-04    5.6176E-04    1.5357E-05
110      2.8786E-04    2.1096E-04    5.8046E-06
111      2.8903E-04    5.8879E-04    1.3276E-05
112      2.8673E-04    1.5109E-03    1.1153E-05
113      2.8484E-04    2.3842E-03    4.8805E-06
114      2.8406E-04    3.1568E-03    5.2387E-06
115      2.8318E-04    3.4844E-03    9.8226E-06
116      2.8517E-04    3.0225E-03    4.4766E-05
117      2.9354E-04    2.2577E-03    4.8287E-05
118      3.0252E-04    1.6666E-03    2.5077E-05
119      3.0721E-04    1.3150E-03    5.5853E-06
120      3.0833E-04    9.0210E-04    1.2636E-05
121      3.1089E-04    3.1735E-04    3.2297E-05
122      3.1689E-04    5.0645E-04    9.6879E-06
123      3.1522E-04    1.1961E-03    2.8764E-05
124      3.1015E-04    1.8383E-03    2.1366E-05
125      3.0633E-04    2.6923E-03    4.3622E-05
126      2.9846E-04    3.2063E-03    3.6354E-05
127      2.9196E-04    2.9740E-03    9.7630E-06
128      2.9031E-04    2.1427E-03    6.1369E-06
129      2.9158E-04    1.0078E-03    1.3847E-05
130      2.9418E-04    1.1966E-04    1.4955E-05
131      2.9712E-04    1.3353E-03    3.7371E-05
132      3.0420E-04    1.7730E-03    1.1023E-05
133      3.0626E-04    3.7977E-04    8.1750E-05
134      2.9137E-04    1.6468E-03    1.0543E-04
135      2.7226E-04    2.7655E-03    4.9996E-05
136      2.6334E-04    2.6595E-03    1.0477E-05
137      2.6545E-04    2.0448E-03    2.1775E-05
138      2.6949E-04    1.6858E-03    8.1640E-06
139      2.6810E-04    1.1983E-03    7.2405E-06
140      2.6692E-04    3.0639E-04    1.6029E-05
141      2.7002E-04    6.8829E-04    2.6340E-05
142      2.7498E-04    9.9701E-04    8.5525E-06
143      2.7344E-04    3.0871E-04    6.3389E-05
144      2.6204E-04    3.2051E-04    5.4301E-05
145      2.5222E-04    4.8673E-04    2.8785E-05
146      2.4723E-04    1.6349E-04    1.7569E-05
147      2.5046E-04    8.5317E-04    1.1172E-05
148      2.5270E-04    1.7892E-03    2.9799E-05
149      2.5827E-04    2.4123E-03    1.2240E-05
150      2.6058E-04    2.3044E-03    2.9084E-05
151      2.5540E-04    1.8807E-03    4.1148E-05
152      2.4807E-04    1.5443E-03    3.1176E-05
153      2.4253E-04    1.2272E-03    2.6972E-05
154      2.3768E-04    1.0752E-03    1.7043E-05
155      2.3472E-04    1.7366E-03    3.6149E-05
156      2.4155E-04    2.7185E-03    6.1136E-05
157      2.5279E-04    2.3992E-03    1.9818E-05
158      2.4906E-04    1.1262E-03    7.3919E-05
159      2.3599E-04    1.0310E-03    1.7471E-05
160      2.3931E-04    6.8395E-04    3.7082E-06
161      2.4000E-04    3.0130E-04    3.3128E-05
162      2.3418E-04    7.0896E-04    8.8401E-06
163      2.3605E-04    9.4137E-04    1.5974E-05
164      2.3898E-04    2.0200E-03    4.8755E-05
165      2.3020E-04    2.9885E-03    5.4640E-05
166      2.2042E-04    2.6848E-03    5.6255E-06
167      2.2163E-04    9.5231E-04    7.6465E-05
168      2.3568E-04    1.2314E-03    9.4082E-05
169      2.5287E-04    2.2509E-03    2.8116E-05
170      2.5791E-04    1.6156E-03    5.6360E-05
171      2.4789E-04    9.3600E-04    3.6600E-05
172      2.4150E-04    3.2317E-04    2.6894E-05
173      2.3669E-04    8.4199E-04    6.5451E-05
174      2.2495E-04    1.7677E-03    5.6405E-05
175      2.1489E-04    1.7696E-03    9.0022E-06
176      2.1343E-04    1.0434E-03    2.9249E-05
177      2.1887E-04    3.3966E-04    3.0155E-05
178      2.2452E-04    3.5711E-04    6.1197E-06
179      2.2343E-04    1.4546E-03    7.2324E-05
180      2.1043E-04    2.3150E-03    5.6863E-05
181      2.0037E-04    1.8659E-03    1.7221E-05
182      2.0367E-04    7.0199E-04    5.0640E-05
183      2.1291E-04    2.0266E-04    3.1802E-05
184      2.1873E-04    6.5358E-04    1.3528E-05
185      2.2135E-04    8.6612E-04    1.6479E-05
186      2.2448E-04    3.9757E-04    1.3876E-05
187      2.2201E-04    8.3461E-04    5.5708E-05
188      2.1209E-04    1.7708E-03    3.4377E-05
189      2.0608E-04    1.9254E-03    2.6218E-06
190      2.0668E-04    1.6371E-03    9.7238E-06
191      2.0855E-04    1.0598E-03    8.0655E-06
192      2.1010E-04    2.7085E-04    8.3244E-06
193      2.1173E-04    7.4629E-04    1.8189E-05
194      2.1519E-04    1.7124E-03    1.7841E-05
195      2.1848E-04    1.8240E-03    3.0452E-05
196      2.1301E-04    1.6263E-03    3.9153E-05
197      2.0619E-04    2.2213E-03    2.0799E-05
198      2.1007E-04    2.7282E-03    2.2021E-05
199      2.1427E-04    2.3447E-03    2.1172E-05
200      2.1041E-04    7.3080E-04    1.0091E-04
201      1.9240E-04    3.5769E-04    7.3004E-05
202      1.7945E-04    3.9763E-04    1.9823E-05
203      1.7596E-04    2.1742E-04    7.4802E-06
204      1.7749E-04    1.4849E-03    4.2524E-05
205      1.8527E-04    2.5676E-03    2.6902E-05
206      0.0000E+00    0.0000E+00    0.0000E+00
207      1.9019E-04    2.8905E-03    1.9753E-05
208      1.8671E-04    2.6590E-03    4.8015E-05
209      1.7818E-04    2.5844E-03    3.0903E-05
210      1.7282E-04    3.1403E-03    7.7715E-06
211      1.7431E-04    3.9566E-03    1.4332E-05
212      1.7697E-04    4.9897E-03    2.6889E-05
213      1.8197E-04    6.0704E-03    4.3361E-05
214      1.8983E-04    6.4462E-03    2.2374E-05
215      1.9401E-04    6.0165E-03    3.9688E-06
216      1.9484E-04    4.5908E-03    3.2930E-05
217      1.8899E-04    2.5674E-03    5.5530E-05
218      1.7918E-04    1.0453E-03    1.9119E-05
219      1.7591E-04    1.7867E-04    1.6215E-05
220      1.7898E-04    3.6650E-04    2.7770E-05
221      1.8397E-04    9.9625E-04    8.0129E-06
222      1.8560E-04    1.1505E-03    2.6802E-05
223      1.9058E-04    9.8204E-04    3.1441E-05
224      1.9628E-04    1.0514E-03    1.0292E-06
225      1.9660E-04    1.0178E-03    2.4106E-06
226      1.9720E-04    7.9699E-04    9.5061E-06
227      1.9898E-04    6.0144E-04    6.4003E-07
228      1.9924E-04    2.0431E-04    1.5894E-05
229      2.0227E-04    2.7915E-04    3.0685E-05
230      2.0792E-04    3.2724E-04    1.4113E-05
231      2.1055E-04    3.9028E-04    2.1517E-05
232      2.0681E-04    1.5170E-03    3.7124E-05
233      2.0033E-04    2.4684E-03    2.3446E-05
234      1.9628E-04    3.0500E-03    8.0165E-06
235      1.9494E-04    3.2045E-03    8.1613E-06
236      1.9658E-04    2.6186E-03    4.8184E-05
237      2.0538E-04    1.9628E-03    4.5562E-05
238      2.1358E-04    1.9594E-03    1.9979E-06
239      2.1335E-04    2.1010E-03    1.0204E-05
240      2.1172E-04    2.0343E-03    2.2173E-06
241      2.1141E-04    2.0127E-03    1.4179E-05
242      2.0897E-04    1.6192E-03    5.8514E-06
243      2.1033E-04    8.0587E-04    3.6670E-05
244      2.1700E-04    1.2313E-03    4.2956E-05
245      2.0930E-04    2.7458E-03    1.0944E-04
246      1.8997E-04    3.4111E-03    5.3052E-05
247      1.8076E-04    3.2165E-03    1.1690E-05
248      1.7871E-04    2.9895E-03    3.1758E-05
249      1.7310E-04    2.0869E-03    2.5407E-07
250      1.7335E-04    1.2420E-04    7.8230E-05
251      1.8749E-04    2.6309E-03    9.5562E-05
252      2.0467E-04    3.7686E-03    2.0246E-05
253      2.0828E-04    3.0156E-03    7.1006E-05
254      1.9575E-04    1.7256E-03    7.4103E-05
255      1.8272E-04    8.7727E-04    2.8949E-05
256      1.7781E-04    5.1470E-04    8.2463E-06
257      1.7935E-04    2.4619E-05    4.2477E-06
258      1.7871E-04    3.9628E-04    1.2192E-05
259      1.8112E-04    6.2709E-04    2.7831E-05
260      1.8616E-04    1.7026E-03    2.4705E-05
261      1.8185E-04    3.2472E-03    5.7493E-05
262      1.7177E-04    4.3449E-03    4.2374E-05
263      1.6440E-04    4.7510E-03    2.1476E-05
264      1.6069E-04    4.5991E-03    1.3838E-05
265      1.5835E-04    3.7636E-03    6.9592E-06
266      1.5972E-04    2.2751E-03    3.2607E-05
267      1.6570E-04    7.1983E-04    3.4348E-05
268      1.7189E-04    8.6063E-05    1.0907E-05
269      1.7002E-04    2.4192E-04    3.4722E-05
270      1.6403E-04    4.7812E-04    1.7523E-05
271      1.6107E-04    8.2601E-04    1.4886E-05
272      1.5851E-04    1.2409E-03    2.1405E-05
273      1.5488E-04    1.3064E-03    1.3395E-05
274      1.5242E-04    1.0420E-03    1.7381E-05
275      1.4951E-04    9.7228E-04    8.2584E-05
276      1.6455E-04    3.6738E-03    1.2148E-04
277      1.8598E-04    4.2712E-03    3.2322E-06
278      1.8559E-04    3.8804E-03    3.2566E-05
279      1.7986E-04    3.1980E-03    3.3109E-05
280      1.7434E-04    2.8730E-03    2.8308E-06
281      1.7492E-04    1.5684E-03    6.4700E-05
282      1.6343E-04    4.7655E-05    8.9808E-05
283      1.4780E-04    4.5141E-05    1.9283E-06
284      1.4756E-04    6.4394E-04    1.8753E-05
285      1.5099E-04    1.5128E-03    3.4453E-05
286      1.5731E-04    2.6057E-03    5.7697E-05
287      1.6762E-04    3.0085E-03    2.0229E-05
288      1.7126E-04    2.7712E-03    1.2586E-05
289      1.6914E-04    2.6058E-03    9.9681E-07
290      1.6918E-04    2.8034E-03    2.7737E-05
291      1.7427E-04    2.4606E-03    3.2319E-06
292      1.7375E-04    1.1698E-03    6.2621E-05
293      1.6284E-04    1.4406E-04    6.1800E-05
294      1.5205E-04    1.2380E-03    5.6334E-05
295      1.4216E-04    1.8418E-03    3.5822E-05
296      1.3600E-04    1.4726E-03    1.7682E-05
297      1.3931E-04    6.3334E-04    3.3474E-05
298      1.4522E-04    1.9451E-05    4.3267E-06
299      1.4606E-04    1.1004E-03    3.2419E-05
300      1.5205E-04    2.8687E-03    7.2809E-05
301      1.6506E-04    3.6932E-03    6.0851E-06
302      1.6605E-04    3.1839E-03    7.8277E-05
303      1.5249E-04    2.9759E-03    4.4254E-05
304      1.4478E-04    2.7838E-03    3.9290E-05
305      1.3792E-04    2.7817E-03    1.5936E-05
306      1.3528E-04    3.3925E-03    4.2113E-05
307      1.4297E-04    4.0207E-03    5.7168E-05
308      1.5307E-04    3.4547E-03    1.4629E-05
309      1.5052E-04    2.5366E-03    3.2762E-05
310      1.4492E-04    2.5326E-03    2.9199E-05
311      1.5031E-04    2.9986E-03    6.1982E-05
312      1.6140E-04    2.6185E-03    1.2527E-05
313      1.6363E-04    9.3113E-04    6.5103E-05
314      1.5222E-04    7.7373E-04    6.2445E-05
315      1.4141E-04    1.3434E-03    5.9134E-06
316      1.4260E-04    1.0372E-03    4.5653E-05
317      1.5075E-04    2.3993E-04    6.7049E-05
318      1.6277E-04    8.1896E-04    8.8007E-05
319      1.7842E-04    1.1026E-03    4.3587E-05
320      1.8613E-04    5.7655E-04    6.1062E-06
321      1.8525E-04    4.5051E-04    2.0312E-05
322      1.8900E-04    6.4871E-04    3.3548E-05
323      1.9506E-04    7.3028E-04    2.1473E-05
324      1.9911E-04    4.7191E-04    7.6392E-06
325      1.9773E-04    5.2846E-04    7.6845E-05
326      1.8430E-04    5.1330E-04    2.0802E-05
327      1.8117E-04    9.8651E-04    6.3908E-05
328      1.9228E-04    1.3815E-03    4.1286E-05
329      1.8516E-04    1.8478E-03    2.9837E-05
330      1.8019E-04    2.9811E-03    3.1780E-05
331      1.8602E-04    3.4692E-03    3.7879E-06
332      1.8665E-04    2.6155E-03    7.1467E-05
333      1.7426E-04    1.9564E-03    3.4771E-05
334      1.6838E-04    1.9991E-03    2.5924E-05
335      1.7309E-04    2.0851E-03    1.4877E-05
336      1.7594E-04    2.0455E-03    3.7763E-05
337      1.8272E-04    1.0302E-03    2.1264E-05
338      1.7902E-04    7.5595E-04    7.6480E-05
339      1.6576E-04    1.9551E-03    4.5434E-05
340      1.5800E-04    2.3077E-03    4.0268E-06
341      1.5743E-04    2.2383E-03    4.0458E-06
342      1.5826E-04    1.8986E-03    5.4620E-06
343      1.5939E-04    1.2059E-03    1.7603E-05
344      1.6260E-04    3.5279E-04    1.9857E-05
345      1.6628E-04    6.1475E-04    2.7154E-05
346      1.7113E-04    1.2042E-03    7.0002E-06
347      1.7252E-04    1.5161E-03    6.0881E-06
348      1.7388E-04    1.2233E-03    2.0649E-05
349      1.7019E-04    3.1505E-04    1.0119E-04
350      1.5269E-04    1.1840E-03    5.1389E-05
351      1.4390E-04    1.3047E-03    9.2271E-06
352      1.4239E-04    1.1132E-03    3.0612E-06
353      1.4310E-04    5.5171E-04    2.7326E-05
354      1.4804E-04    3.3429E-05    3.0145E-05
355      1.5343E-04    3.5045E-04    2.0646E-05
356      1.5726E-04    3.4623E-04    1.1046E-05
357      1.5925E-04    4.2573E-04    3.0179E-05
358      1.5410E-04    1.2572E-03    1.8872E-05
359      1.5106E-04    1.8654E-03    9.0376E-07
360      1.5129E-04    2.9235E-03    3.4939E-05
361      1.4528E-04    3.7752E-03    2.8924E-05
362      1.4039E-04    3.7101E-03    2.3022E-05
363      1.4464E-04    2.8751E-03    6.1324E-05
364      1.5553E-04    2.2177E-03    3.7377E-05
365      1.6212E-04    2.1671E-03    1.1416E-05
366      1.6028E-04    2.1457E-03    1.5922E-05
367      1.5759E-04    1.8538E-03    5.4967E-06
368      1.5688E-04    1.0778E-03    2.7409E-05
369      1.6183E-04    8.1079E-04    3.9640E-06
370      1.6115E-04    1.3197E-03    4.3267E-05
371      1.5386E-04    1.6941E-03    1.6265E-05
372      1.5115E-04    2.4924E-03    4.1602E-05
373      1.4402E-04    3.4246E-03    4.9829E-05
374      1.3553E-04    3.9585E-03    3.0786E-05
375      1.3025E-04    4.1740E-03    2.7584E-05
376      1.2558E-04    3.6552E-03    2.7085E-06
377      1.2621E-04    2.4782E-03    2.7549E-05
378      1.3114E-04    1.1314E-03    2.7695E-05
379      1.3614E-04    1.0956E-04    2.1050E-05
380      1.3988E-04    7.1473E-04    1.3677E-05
381      1.3760E-04    1.1439E-03    9.6297E-06
382      1.3608E-04    1.9262E-03    2.5850E-05
383      1.4075E-04    2.9009E-03    5.1581E-05
384      1.4999E-04    3.5119E-03    4.6699E-05
385      1.5819E-04    2.9038E-03    1.7191E-05
386      1.5535E-04    1.7226E-03    3.5817E-05
387      1.4934E-04    2.8952E-04    4.5250E-05
388      1.4150E-04    1.4711E-03    7.4154E-05
389      1.2871E-04    2.3055E-03    2.6578E-05
390      1.2427E-04    1.5965E-03    5.4032E-05
391      1.3393E-04    2.6918E-07    8.9054E-05
392      1.4952E-04    1.2905E-03    4.7553E-05
393      1.5795E-04    2.2369E-03    2.1235E-05
394      1.6179E-04    2.6537E-03    3.5792E-06
395      1.6132E-04    2.5832E-03    2.0288E-05
396      1.5794E-04    2.3117E-03    1.8546E-05
397      1.5496E-04    2.0597E-03    1.2548E-05
398      1.5287E-04    1.4927E-03    4.0340E-05
399      1.4600E-04    1.1055E-03    3.2682E-05
400      1.4045E-04    1.2856E-03    2.3000E-07
401      1.4064E-04    1.9407E-03    3.3064E-05
402      1.4661E-04    2.1018E-03    8.1032E-06
403      1.4801E-04    1.1553E-03    6.0139E-05
404      1.3773E-04    4.9860E-04    3.7031E-05
405      1.3149E-04    5.9840E-04    2.8183E-06
406      1.3214E-04    1.1598E-03    2.1693E-05
407      1.3611E-04    1.7979E-03    2.2814E-05
408      1.4018E-04    1.7462E-03    1.6836E-05
409      1.3742E-04    1.0365E-03    4.4089E-05
410      1.2991E-04    3.0722E-04    7.6247E-05
411      1.1674E-04    1.7356E-03    8.4981E-05
412      1.0213E-04    2.1778E-03    2.3358E-05
413      9.8292E-05    1.3777E-03    5.2017E-05
414      1.0757E-04    3.2825E-04    6.2452E-05
415      1.1839E-04    2.4764E-04    7.2764E-06
416      1.1724E-04    2.0382E-04    9.0891E-06
417      1.1590E-04    2.3270E-04    1.0932E-05
418      1.1785E-04    4.5088E-04    1.7365E-05
419      1.1496E-04    8.8479E-04    7.9758E-06
420      1.1373E-04    1.6978E-03    1.5326E-05
421      1.1660E-04    2.3655E-03    1.2813E-05
422      1.1890E-04    1.9666E-03    4.3861E-05
423      1.1137E-04    1.0139E-03    5.8240E-05
424      1.0150E-04    4.5357E-04    1.5943E-05
425      9.8874E-05    6.6347E-06    6.9015E-06
426      9.7831E-05    4.7791E-04    5.3496E-06
427      9.7058E-05    1.2071E-03    2.2651E-05
428      9.3134E-05    2.2274E-03    4.6615E-05
429      8.5180E-05    2.5204E-03    4.2185E-07
430      8.5330E-05    2.0376E-03    4.8024E-05
431      9.3799E-05    2.0896E-03    8.4950E-06
432      9.5249E-05    3.1029E-03    5.3523E-05
433      8.6104E-05    3.8081E-03    2.5975E-05
434      8.1781E-05    3.8942E-03    1.5915E-05
435      8.4751E-05    4.0500E-03    7.9541E-06
436      8.6118E-05    5.0089E-03    5.5725E-05
437      7.6535E-05    5.5573E-03    3.8329E-05
438      7.0160E-05    5.1114E-03    1.6845E-05
439      7.3093E-05    4.6886E-03    5.2894E-07
440      7.3149E-05    4.0036E-03    9.0745E-06
441      7.4859E-05    3.3983E-03    4.2804E-06
442      7.4145E-05    3.1977E-03    4.0798E-05
443      6.7156E-05    2.6966E-03    2.2678E-05
444      6.3438E-05    1.5700E-03    1.9325E-05
445      6.6886E-05    6.9508E-04    8.1192E-06
446      6.8392E-05    5.2638E-04    2.3045E-05
447      6.4500E-05    1.1735E-03    6.0918E-05
448      5.3916E-05    2.0819E-03    7.2776E-05
449      4.1463E-05    1.6619E-03    8.9689E-06
450      4.3209E-05    3.6250E-05    7.8141E-05
451      5.6845E-05    1.6278E-03    5.9371E-05
452      6.7119E-05    2.0876E-03    1.3826E-05
453      6.4775E-05    1.7937E-03    5.0315E-05
454      5.6144E-05    1.4234E-03    4.3569E-05
455      4.8725E-05    1.3905E-03    1.7272E-05
456      4.5785E-05    1.6728E-03    4.4222E-07
457      4.5810E-05    2.4564E-03    2.8382E-05
458      5.0879E-05    3.2649E-03    2.4694E-05
459      5.5148E-05    3.3208E-03    3.0885E-05
460      4.9760E-05    3.3615E-03    3.4183E-05
461      4.3942E-05    4.6395E-03    5.0360E-05
462      5.3001E-05    6.5302E-03    9.7138E-05
463      6.9891E-05    5.9961E-03    5.6710E-05
464      5.9822E-05    3.3228E-03    1.8719E-04
465      2.7627E-05    2.3589E-03    6.3360E-05
466      1.6905E-05    3.4030E-03    6.2940E-05
467      2.7904E-05    4.8363E-03    8.8742E-05
468      4.3311E-05    5.3528E-03    4.5431E-05
469      5.1191E-05    4.6227E-03    1.7061E-05
470      4.8268E-05    3.3427E-03    3.9185E-05
471      4.1608E-05    2.4386E-03    1.0832E-05
472      3.9903E-05    1.7855E-03    4.5987E-06
473      4.0771E-05    6.6370E-04    2.9976E-05
474      3.5626E-05    7.7201E-04    5.6748E-05
475      2.5838E-05    1.6812E-03    3.1881E-05
476      2.0428E-05    1.3448E-03    3.9418E-05
477      2.7334E-05    4.6906E-06    9.4854E-05
478      4.3909E-05    1.4335E-03    9.7388E-05
479      6.0747E-05    1.4371E-03    9.4201E-07
480      6.0471E-05    5.9720E-04    6.2737E-05
481      4.9809E-05    9.5299E-04    2.0174E-05
482      5.3516E-05    2.1611E-03    7.5594E-05
483      6.6722E-05    2.4080E-03    1.4240E-05
484      6.8981E-05    1.2347E-03    7.1184E-05
485      5.6940E-05    9.3028E-04    5.3105E-06
486      5.7999E-05    1.2143E-03    4.3334E-05
487      6.5715E-05    1.0032E-03    2.4838E-06
488      6.5891E-05    3.2105E-04    7.9979E-05
489      5.2430E-05    3.7821E-04    1.8439E-05
490      5.5729E-05    6.3683E-04    6.6740E-06
491      5.4521E-05    1.3740E-03    4.9814E-05
492      4.6182E-05    1.1780E-03    1.1184E-05
493      4.8139E-05    1.0174E-03    3.2720E-06
494      4.7664E-05    7.3405E-04    1.2677E-06
495      4.7997E-05    6.8160E-04    3.0915E-05
496      4.2545E-05    4.8223E-04    4.7090E-05
497      3.4622E-05    1.5487E-03    5.8334E-05
498      4.4851E-05    4.5148E-03    1.0547E-04
499      6.3244E-05    6.7799E-03    7.2575E-05
500      7.5831E-05    6.7411E-03    4.7846E-05
501      6.7515E-05    4.7289E-03    1.5035E-04
502      4.1571E-05    3.1225E-03    1.0861E-04
503      2.3139E-05    3.2640E-03    1.5064E-05
504      2.5866E-05    3.5301E-03    2.0852E-05
505      2.9457E-05    2.9989E-03    2.4240E-05
506      2.5283E-05    2.4483E-03    1.4426E-05
507      2.2944E-05    2.5337E-03    3.6285E-05
508      2.9372E-05    2.6075E-03    3.3173E-05
509      3.5045E-05    1.6863E-03    3.8875E-05
510      2.8361E-05    5.7751E-04    4.7947E-05
511      2.0233E-05    1.2987E-04    6.9753E-06
512      1.9069E-05    3.2884E-05    1.9090E-06
513      1.8774E-05    1.9462E-04    2.2609E-05
514      2.2891E-05    8.0724E-04    5.3445E-05
515      3.2155E-05    4.6684E-04    1.5972E-05
516      2.9331E-05    6.6541E-04    7.4515E-05
517      1.6581E-05    1.0437E-03    2.7502E-05
518      1.1978E-05    4.8926E-04    1.8595E-05
519      1.5123E-05    4.7927E-04    3.2531E-05
520      2.0956E-05    2.0177E-03    8.2870E-05
521      3.5315E-05    2.3154E-03    1.8806E-05
522      3.8424E-05    1.0883E-03    5.8872E-05
523      2.8448E-05    2.7305E-04    4.0606E-06
524      2.7826E-05    2.1376E-05    3.7137E-05
525      3.4504E-05    2.1876E-04    4.8041E-05
526      4.2729E-05    1.7117E-03    4.9886E-05
527      3.4136E-05    3.5137E-03    7.5343E-05
528      2.1254E-05    4.2278E-03    8.8010E-06
529      1.9879E-05    3.7788E-03    5.8824E-05
530      3.0153E-05    2.8938E-03    7.4828E-05
531      4.3144E-05    2.6385E-03    2.3838E-05
532      4.7248E-05    3.3150E-03    5.1191E-05
533      3.8470E-05    4.0604E-03    6.7141E-05
534      2.6986E-05    4.0090E-03    2.9737E-05
535      2.1865E-05    2.8245E-03    2.7091E-05
