               Convergence Check               
IT         Rel. DE       Rel. DP       Rel. DT  
59       4.1688E-04    5.1899E-05    9.9692E-06
60       4.6493E-04    8.1437E-05    6.9835E-06
61       5.0062E-04    4.5613E-04    1.5723E-05
62       5.7529E-04    7.0496E-04    4.3279E-06
63       5.9935E-04    1.1951E-03    2.2610E-05
64       7.0949E-04    1.2767E-03    3.9063E-06
65       6.8913E-04    1.2459E-03    9.0251E-06
66       6.4882E-04    1.6905E-03    2.2029E-05
67       7.5477E-04    1.8694E-03    2.6290E-06
68       7.6707E-04    2.2370E-03    1.8771E-05
69       8.6227E-04    2.7664E-03    3.3249E-05
70       1.0316E-03    2.4735E-03    1.4703E-05
71       9.5082E-04    9.0592E-04    9.3164E-05
72       4.9442E-04    1.1298E-03    1.7690E-05
73       5.9186E-04    2.3671E-03    7.1441E-05
74       9.3797E-04    1.2897E-03    6.9961E-05
75       5.9189E-04    1.0854E-04    6.4326E-05
76       2.7105E-04    5.5288E-04    2.5279E-05
77       4.0181E-04    2.7952E-03    1.2535E-04
78       1.0266E-03    3.8322E-03    5.3757E-05
79       1.2878E-03    1.9771E-03    1.0101E-04
80       7.8760E-04    4.1810E-04    6.4448E-05
81       4.7222E-04    3.4693E-04    1.4285E-05
82       5.4302E-04    8.5652E-04    3.1756E-05
83       7.0136E-04    1.1107E-03    1.2319E-05
84       7.6350E-04    1.0068E-03    4.8101E-06
85       7.3247E-04    1.2250E-03    1.8553E-05
86       8.3744E-04    2.7244E-03    1.0031E-04
87       1.3393E-03    2.8964E-03    1.7731E-05
88       1.4211E-03    8.6242E-04    1.0948E-04
89       8.8001E-04    1.0577E-04    3.0073E-05
90       7.3622E-04    1.0130E-03    5.7762E-05
91       1.0253E-03    1.1291E-03    4.0125E-06
92       1.0502E-03    6.5817E-04    1.9842E-05
93       9.4793E-04    3.3857E-04    4.7581E-05
94       7.1203E-04    2.3511E-04    2.0667E-05
95       8.1888E-04    1.9344E-04    3.5778E-05
96       1.0005E-03    1.7094E-04    9.6506E-06
97       1.0504E-03    3.4233E-04    1.5036E-05
98       9.7198E-04    9.4986E-04    1.8127E-05
99       8.8607E-04    1.2881E-04    7.4128E-05
100      1.2590E-03    9.6588E-04    2.6592E-05
101      1.1307E-03    2.7497E-03    7.8526E-05
102      7.3539E-04    3.5688E-03    3.0175E-05
103      5.8261E-04    3.5213E-03    4.9961E-06
104      5.5774E-04    2.5714E-03    2.5312E-05
105      6.8154E-04    8.6880E-04    5.4146E-05
106      9.7245E-04    1.6324E-03    1.0569E-04
107      1.4950E-03    1.1129E-03    7.0340E-05
108      1.1441E-03    1.1866E-03    1.7517E-06
109      1.1439E-03    1.5792E-03    2.0885E-05
110      1.2424E-03    5.6342E-04    6.6563E-05
111      9.1164E-04    6.5903E-04    1.1428E-05
112      9.6798E-04    4.7057E-04    1.2962E-05
113      9.0162E-04    5.7142E-04    7.2780E-06
114      9.4381E-04    1.4330E-03    5.7732E-05
115      1.2456E-03    1.4810E-03    1.4005E-05
116      1.3165E-03    1.1997E-04    7.6384E-05
117      9.2494E-04    1.4926E-03    5.6637E-05
118      6.3662E-04    1.7059E-03    3.3088E-06
119      6.1378E-04    8.3948E-04    3.8300E-05
120      8.2020E-04    1.1121E-03    9.0304E-05
121      1.2893E-03    1.2282E-03    2.4912E-05
122      1.1532E-03    1.3131E-04    8.3250E-05
123      7.3481E-04    5.0126E-04    1.5534E-05
124      8.1130E-04    4.3017E-04    1.9615E-05
125      7.1028E-04    8.8344E-04    1.3423E-05
126      7.8458E-04    1.6745E-03    3.0835E-05
127      9.3774E-04    2.0479E-03    5.0279E-06
128      9.7723E-04    2.8018E-03    4.0535E-05
129      1.1785E-03    1.3863E-03    8.6266E-05
130      7.3576E-04    7.3914E-04    2.5655E-05
131      6.0402E-04    6.2939E-04    5.3478E-08
132      6.0457E-04    2.7798E-04    1.5853E-05
133      5.1314E-04    1.9251E-04    4.0006E-06
134      5.4611E-04    1.7077E-03    1.0479E-04
135      1.0964E-03    1.3359E-03    9.3002E-06
136      1.0411E-03    1.0491E-03    1.1663E-04
137      4.3428E-04    2.0363E-03    3.3182E-05
138      2.6444E-04    1.4671E-03    4.1885E-05
139      4.8311E-04    9.4184E-04    2.9277E-05
140      6.3743E-04    9.8763E-04    2.4436E-08
141      6.3480E-04    1.5566E-03    2.5132E-05
142      5.0358E-04    1.5802E-03    7.2073E-06
143      5.4181E-04    1.1203E-03    3.1430E-05
144      7.0677E-04    5.3488E-04    3.8512E-05
145      9.1265E-04    3.6659E-04    1.8711E-05
146      1.0083E-03    1.3331E-03    4.8448E-05
147      7.5443E-04    1.7678E-03    1.7375E-05
148      6.7203E-04    1.5698E-03    1.1554E-05
149      7.2313E-04    2.6605E-03    8.3456E-05
150      2.8465E-04    2.3616E-03    1.0739E-05
151      2.3216E-04    5.4689E-04    6.1835E-05
152      5.5557E-04    7.9891E-04    2.6450E-05
153      6.9363E-04    1.7075E-03    1.2691E-05
154      7.6424E-04    2.5299E-03    2.9883E-05
155      9.2568E-04    1.8865E-03    3.2308E-05
156      7.4961E-04    1.1047E-04    9.2100E-05
157      2.6604E-04    9.5992E-04    1.6643E-05
158      1.7746E-04    1.3911E-03    7.2951E-06
159      1.3735E-04    1.4599E-03    8.9469E-07
160      1.4364E-04    1.0786E-03    1.7373E-05
161      2.3406E-04    1.0933E-03    1.6268E-05
162      1.4280E-04    1.2481E-03    3.2641E-05
163      2.8672E-05    4.5561E-04    1.7768E-05
164      6.3839E-05    5.9868E-04    2.8213E-05
165      2.1352E-04    1.3824E-03    1.8561E-05
166      3.1094E-04    1.3757E-03    1.7744E-05
167      2.1233E-04    1.1214E-03    2.1831E-05
168      1.0187E-04    1.7646E-03    3.9566E-05
169      3.0790E-04    1.0879E-03    4.1512E-05
170      8.4372E-05    4.4238E-05    5.6125E-05
171      2.1240E-04    5.0712E-04    3.7943E-05
172      1.0513E-05    9.2975E-04    3.3408E-05
173      1.6753E-04    2.9158E-04    2.3543E-05
174      3.9457E-05    8.9035E-04    5.1060E-05
175      2.3400E-04    1.6577E-03    3.0820E-05
176      3.9880E-04    1.3984E-03    2.2376E-05
177      2.8153E-04    5.4690E-04    4.9118E-05
178      2.0123E-05    2.8417E-04    5.0176E-05
179      2.4207E-04    6.2875E-04    2.8353E-05
180      3.9516E-04    9.8589E-04    3.9281E-05
181      6.0498E-04    2.9504E-04    2.2706E-05
182      4.7558E-04    1.2794E-03    8.3128E-05
183      4.1507E-05    8.4343E-04    3.1588E-05
184      2.0500E-04    6.6113E-04    3.3659E-06
185      1.8392E-04    3.7158E-04    8.7481E-07
186      1.7879E-04    8.3841E-04    5.2293E-05
187      4.6249E-04    2.3905E-03    7.6097E-05
188      8.6284E-04    1.8396E-03    4.1604E-05
189      6.3788E-04    2.2984E-04    9.1491E-05
190      1.5046E-04    5.8813E-04    3.2477E-05
191      3.3913E-04    1.7914E-03    8.3955E-05
192      7.6923E-04    5.3590E-04    1.1906E-04
193      1.3971E-04    2.0221E-03    5.3747E-05
194      1.4563E-04    1.8373E-03    2.7182E-05
195      1.8528E-06    1.3681E-03    2.3328E-05
196      1.1844E-04    9.2881E-04    1.7390E-05
197      2.1290E-04    1.9386E-04    3.9174E-05
198      4.2068E-04    1.9753E-04    2.5976E-06
199      4.0418E-04    7.2758E-04    3.2443E-05
200      2.2523E-04    3.4824E-04    2.2619E-05
201      3.5962E-04    1.2961E-03    1.0185E-04
202      8.9419E-04    6.8548E-04    3.2629E-05
203      7.2506E-04    1.5992E-04    2.8499E-05
204      5.6370E-04    8.7083E-04    1.7428E-05
205      4.8462E-04    5.4968E-05    8.0989E-05
206      0.0000E+00    0.0000E+00    0.0000E+00
207      9.0851E-04    1.4913E-03    6.1037E-05
208      5.8662E-04    2.5602E-03    3.6188E-05
209      3.9147E-04    3.1455E-03    2.5694E-05
210      2.5102E-04    3.2392E-03    1.4713E-05
211      1.7890E-04    1.9696E-03    5.8401E-05
212      4.8664E-04    1.4435E-03    4.7976E-07
213      4.9213E-04    9.2849E-04    3.7605E-06
214      5.0609E-04    6.0327E-04    7.5916E-06
215      4.6615E-04    7.3145E-04    6.6257E-05
216      8.2616E-04    9.3802E-04    6.4668E-06
217      8.5998E-04    6.0226E-04    8.2038E-05
218      4.2352E-04    1.4578E-03    2.5800E-05
219      2.8163E-04    2.4260E-03    4.2928E-05
220      4.6349E-05    2.7226E-03    1.1084E-05
221      1.3256E-05    1.6322E-03    6.6111E-05
222      3.4613E-04    1.4972E-03    2.2227E-06
223      3.2269E-04    2.7335E-03    9.1359E-05
224      1.6258E-04    1.7034E-03    4.2335E-05
225      5.8131E-05    4.4158E-04    2.9870E-05
226      2.2608E-04    1.1887E-03    4.8325E-05
227      4.7637E-04    1.2359E-03    4.9909E-05
228      2.1249E-04    1.6901E-03    5.3356E-06
229      1.8393E-04    2.1307E-03    3.5679E-06
230      2.0317E-04    1.6343E-03    4.0465E-05
231      2.1384E-05    4.3971E-04    7.0116E-05
232      4.0420E-04    3.9976E-04    6.3252E-06
233      3.6750E-04    2.0086E-03    1.0779E-04
234      2.1978E-04    2.2157E-03    2.4301E-05
235      3.3268E-04    1.3707E-04    1.2173E-04
236      3.1509E-04    1.9836E-04    6.3760E-05
237      2.3339E-05    1.4659E-05    2.0553E-05
238      1.3757E-04    6.8706E-04    3.5767E-07
239      1.3339E-04    1.5283E-03    4.8299E-06
240      1.0554E-04    2.5692E-03    2.3476E-05
241      2.0922E-05    2.7578E-03    1.7698E-05
242      7.1611E-05    2.6511E-03    1.7983E-05
243      1.6999E-04    2.0468E-03    3.1721E-05
244      3.3290E-04    1.2932E-03    1.6994E-05
245      4.2994E-04    1.2151E-04    4.5080E-05
246      6.7725E-04    1.6126E-03    5.9438E-05
247      9.8663E-04    5.2957E-04    8.4089E-05
248      5.4120E-04    4.8004E-04    5.5880E-05
249      2.3712E-04    1.0765E-03    3.3528E-05
250      5.0721E-05    1.0733E-03    1.1327E-05
251      5.1474E-06    1.0729E-04    5.0570E-05
-----------------------------------------------
        Converged at the time 2.51 a.u.        
-----------------------------------------------
Warmup stage ended according to set thresholds:
    Rel. DE         Rel. DP        Rel. DT     
    3.0E-05         5.0E-03        1.0E-04     
-----------------------------------------------
Averaged values after this time:
System energy      E_tot :              18.4596
System pressure    P     :               0.1421
System temperature T     :           1.0002E+00
