               Convergence Check               
IT         Rel. DE       Rel. DP       Rel. DT  
123      5.3148E-04    3.0985E-03    5.0197E-05
124      2.3261E-04    3.2229E-04    1.6314E-04
125      7.4368E-04    4.3740E-03    1.5143E-04
126      1.6743E-03    9.0219E-03    1.9771E-04
127      2.8404E-03    6.5890E-03    2.9385E-04
128      1.0463E-03    6.5438E-03    5.9001E-05
129      7.6379E-04    1.3759E-02    4.8341E-04
130      3.6765E-03    1.0052E-02    2.5842E-04
131      2.1075E-03    5.2139E-03    2.3245E-04
132      7.2499E-04    6.1150E-03    1.7019E-04
133      1.7709E-03    5.1709E-03    3.0441E-05
134      1.9584E-03    2.2264E-04    2.1130E-04
135      6.5125E-04    5.1883E-03    2.3949E-04
136      8.2079E-04    6.3070E-03    9.4629E-06
137      7.6031E-04    5.4501E-03    8.1809E-05
138      2.8308E-04    5.5618E-03    1.9626E-05
139      4.0301E-04    3.3458E-03    1.2284E-04
140      3.6184E-04    1.0333E-03    1.0793E-04
141      9.9787E-04    2.3625E-03    1.5365E-04
142      4.1667E-05    1.3497E-03    1.1167E-05
143      1.2994E-04    3.7996E-03    2.7845E-04
144      1.8343E-03    5.3196E-03    3.5037E-05
145      2.0573E-03    3.5174E-03    1.4540E-04
146      1.1494E-03    9.4282E-04    2.0530E-04
147      1.3797E-04    2.4419E-03    3.6979E-05
148      1.3700E-04    1.0062E-02    4.4392E-04
149      2.8651E-03    1.0163E-02    4.8893E-05
150      2.5435E-03    4.5120E-03    3.3118E-04
151      5.2524E-04    3.8630E-03    6.7225E-05
152      9.4637E-04    2.7647E-03    3.1071E-05
153      1.1464E-03    7.7616E-04    1.0839E-04
154      4.6346E-04    5.7971E-03    1.9521E-04
155      7.6550E-04    9.2541E-03    1.1400E-04
156      1.4877E-03    8.7086E-03    8.9779E-05
157      9.2475E-04    5.2963E-03    2.2728E-04
158      4.7426E-04    3.9373E-03    6.2176E-05
159      8.5737E-04    4.5431E-03    6.1598E-05
160      4.6473E-04    4.6888E-03    2.4262E-05
161      3.1888E-04    3.1991E-03    9.1319E-05
162      8.7994E-04    2.2033E-03    6.1814E-05
163      1.2645E-03    1.8394E-03    3.3773E-05
164      1.4711E-03    3.5420E-03    9.7226E-05
165      8.6581E-04    4.3048E-03    2.8869E-05
166      7.1042E-04    2.9120E-03    1.0039E-04
167      1.3096E-03    4.5861E-03    1.4571E-04
168      3.8811E-04    2.7290E-03    9.6551E-05
169      1.0142E-03    3.7693E-04    9.9256E-05
170      1.6236E-03    1.9000E-03    1.7779E-04
171      5.1854E-04    8.6244E-04    3.9266E-05
172      7.6854E-04    5.0006E-04    7.9652E-06
173      6.9746E-04    1.4625E-03    8.4882E-05
174      1.7739E-04    1.6997E-04    8.8991E-05
175      7.2872E-04    4.8501E-04    1.5386E-05
176      6.2666E-04    2.7811E-03    1.1796E-04
177      1.3249E-04    4.5214E-03    7.0985E-05
178      6.1434E-04    2.3751E-03    1.7716E-04
179      5.4870E-04    5.2797E-03    5.5667E-04
180      4.0522E-03    4.6299E-03    1.9854E-05
181      3.9564E-03    2.3227E-03    3.4486E-04
182      1.7957E-03    7.9815E-03    2.0038E-04
183      5.1849E-04    1.1801E-02    1.2781E-04
184      3.0352E-04    1.2726E-02    9.1522E-06
185      3.7598E-04    1.0473E-02    1.2403E-04
186      4.2085E-04    5.7498E-03    2.3763E-04
187      1.9202E-03    2.5067E-03    9.5389E-05
188      2.5513E-03    1.4574E-04    4.5261E-05
189      2.8528E-03    2.0424E-04    7.6675E-05
190      2.3453E-03    1.0750E-04    8.3188E-05
191      1.8971E-03    3.4526E-03    2.1670E-04
192      3.2375E-03    2.2368E-03    4.3193E-04
193      4.4728E-04    6.0083E-03    2.4193E-04
194      1.1049E-03    1.0142E-03    3.5744E-04
195      1.2090E-03    1.4835E-03    1.2699E-04
196      2.0178E-03    2.7581E-03    3.3203E-04
197      1.4346E-04    3.9941E-03    7.7502E-05
198      6.3476E-04    7.9833E-04    2.0813E-04
199      7.0004E-04    1.8002E-03    1.2891E-04
200      1.5386E-03    3.6775E-03    8.7175E-05
201      2.0816E-03    5.4076E-03    9.2265E-05
202      2.7486E-03    8.7077E-03    2.5799E-04
203      4.3730E-03    6.3962E-03    1.0136E-04
204      3.8041E-03    6.0848E-03    1.5916E-04
205      4.9220E-03    1.5188E-04    2.4943E-04
206      0.0000E+00    0.0000E+00    0.0000E+00
207      3.2719E-03    9.1269E-03    5.2096E-04
208      1.6003E-04    9.0117E-03    6.8858E-05
209      3.0064E-04    3.0250E-03    3.4937E-04
210      2.6091E-03    2.0712E-03    1.9788E-04
211      3.9380E-03    7.9114E-03    2.6020E-04
212      5.7700E-03    1.4556E-02    3.6807E-04
213      8.2522E-03    8.8682E-03    5.0349E-04
214      4.9866E-03    6.9494E-03    1.2170E-04
215      4.2502E-03    1.0346E-02    2.5316E-04
216      6.0219E-03    6.0114E-03    3.1911E-04
217      3.8562E-03    1.4519E-04    4.1391E-04
218      1.0442E-03    2.8226E-03    2.0419E-04
219      2.4783E-03    9.2630E-03    3.8807E-04
220      5.2395E-03    1.1081E-02    8.8627E-05
221      5.8816E-03    3.7319E-03    4.6751E-04
222      2.6773E-03    2.0244E-03    2.6623E-04
223      8.2036E-04    5.2807E-03    1.3756E-04
224      1.4647E-04    5.8828E-03    2.5111E-05
225      3.5326E-04    6.0132E-03    9.3835E-05
226      1.0434E-03    1.8767E-03    1.1239E-04
227      2.4646E-04    6.0174E-03    3.2366E-04
228      2.0212E-03    1.0906E-02    1.2717E-04
229      2.9641E-03    1.3350E-02    4.9093E-05
230      3.1967E-03    1.1330E-02    2.1104E-04
231      1.9410E-03    1.9220E-02    5.2637E-04
232      5.5668E-03    1.0510E-02    6.2866E-04
233      1.1930E-03    5.6997E-03    2.1328E-04
234      3.7395E-04    1.6481E-05    3.2243E-04
235      2.7008E-03    6.9799E-04    4.1453E-05
236      3.0325E-03    4.8632E-03    3.1153E-04
237      8.0621E-04    9.0451E-03    2.0479E-04
238      6.2845E-04    5.6130E-03    2.3692E-04
239      1.0775E-03    3.9345E-03    4.4620E-05
240      1.4090E-03    6.6712E-03    2.8054E-04
241      5.2831E-04    1.1687E-03    2.0266E-04
242      8.7780E-04    3.5628E-03    1.1864E-04
243      1.7279E-03    2.9934E-03    1.7996E-04
244      5.0149E-04    8.4851E-03    2.5835E-04
245      2.4417E-03    9.5026E-03    2.1097E-05
246      2.1555E-03    7.3888E-04    6.0225E-04
247      1.9609E-03    6.4742E-03    4.3555E-04
248      1.0360E-03    1.9971E-03    2.8587E-04
249      9.3599E-04    8.5328E-04    3.3836E-05
250      6.8807E-04    6.1535E-04    1.5467E-05
251      5.9909E-04    4.3277E-03    7.7048E-05
252      1.0711E-03    6.6235E-03    7.4653E-05
253      5.7390E-04    1.8042E-02    5.3312E-04
254      4.3152E-03    1.9850E-02    3.3211E-05
255      4.2238E-03    1.1220E-02    4.9012E-04
256      7.0198E-04    9.3576E-05    5.1493E-04
257      2.9793E-03    2.4969E-04    1.2726E-04
258      2.0370E-03    2.8594E-03    2.8578E-04
259      1.3839E-04    7.9385E-03    5.6686E-04
260      4.1814E-03    1.3650E-02    2.0610E-04
261      5.7385E-03    1.1311E-02    2.3687E-04
262      4.0559E-03    1.5044E-02    1.8318E-04
263      5.4949E-03    2.7845E-02    8.8074E-04
264      1.1837E-02    1.6546E-02    5.0540E-04
265      8.1690E-03    9.9650E-03    1.3396E-03
266      7.8552E-04    8.8337E-03    5.7616E-04
267      3.0891E-03    9.2824E-03    1.7947E-04
268      4.3777E-03    4.2521E-03    4.6287E-04
269      7.6631E-03    5.2647E-03    6.5412E-04
270      1.2206E-02    9.1207E-03    3.3265E-04
271      1.4539E-02    8.0123E-04    4.3850E-04
272      1.1607E-02    1.4776E-02    6.4455E-04
273      7.5812E-03    1.1679E-02    4.5849E-04
274      1.0675E-02    1.1115E-02    1.6714E-04
275      1.1881E-02    2.0627E-02    4.1901E-04
276      9.2066E-03    3.6016E-02    6.8490E-04
277      5.1496E-03    2.5121E-02    9.6890E-04
278      1.1398E-02    1.5009E-02    6.7138E-04
279      1.5574E-02    2.5577E-02    6.2991E-04
280      1.1942E-02    1.9902E-02    2.8438E-04
281      1.3844E-02    1.6616E-02    1.0171E-04
282      1.3295E-02    1.9928E-02    4.8984E-04
283      1.0664E-02    5.6409E-03    5.2921E-04
284      1.3936E-02    5.8476E-03    2.7617E-04
285      1.2508E-02    2.1488E-02    9.7472E-04
286      7.1501E-03    2.7605E-02    4.6173E-04
287      4.8553E-03    8.9473E-03    6.6756E-04
288      8.8164E-03    2.0830E-03    1.6905E-04
289      1.0027E-02    8.0761E-03    8.0416E-04
290      5.8722E-03    1.3843E-02    5.0821E-04
291      3.3434E-03    1.1900E-02    2.9269E-04
292      1.8356E-03    1.2281E-02    6.2254E-04
293      1.2480E-03    1.7662E-02    7.8017E-04
294      3.1488E-03    2.8903E-02    1.3122E-04
295      2.7103E-03    2.3120E-02    7.1051E-04
296      9.7013E-04    1.0187E-02    9.8817E-04
297      6.1795E-03    2.1572E-02    1.7601E-04
298      5.1019E-03    4.7488E-02    8.7886E-04
299      2.6042E-04    5.1351E-02    5.9339E-05
300      2.7925E-04    5.2226E-02    2.2328E-04
301      1.2547E-03    3.5220E-02    4.8930E-04
302      1.1889E-03    2.9939E-03    1.6183E-03
303      1.0044E-02    3.2672E-02    1.0829E-03
304      1.5972E-02    1.2290E-02    1.8403E-03
305      5.9197E-03    2.4722E-02    6.1475E-04
306      9.8839E-03    6.8055E-02    2.2912E-03
307      2.2897E-02    1.8989E-02    3.1735E-03
308      5.0188E-03    1.1047E-02    1.1970E-03
309      2.2342E-03    1.4234E-02    1.2657E-04
310      2.1048E-03    1.7240E-02    4.9865E-05
311      2.7833E-03    6.3851E-03    1.4108E-03
312      5.0989E-03    1.3003E-02    5.1537E-04
313      7.8596E-03    1.5951E-02    1.0718E-03
314      1.0999E-03    3.5984E-02    2.8899E-04
315      1.0054E-03    1.8725E-02    1.7873E-03
316      9.1130E-03    4.2647E-02    6.6516E-04
317      4.6540E-03    8.2875E-02    1.6321E-03
318      5.8315E-03    6.8113E-02    1.3228E-03
319      9.2979E-04    7.1565E-02    5.4388E-04
320      3.5259E-03    6.9093E-02    6.0036E-04
321      8.9126E-03    3.8862E-02    9.3142E-04
322      5.3226E-03    1.3617E-02    2.6523E-03
323      9.2937E-03    4.7375E-02    1.1201E-03
324      1.4942E-02    7.4389E-02    5.1751E-04
325      1.8285E-02    1.6689E-01    5.4135E-03
326      5.4957E-02    1.7613E-01    2.2171E-03
327      4.7274E-02    7.5472E-02    5.8798E-03
328      8.5188E-03    5.5567E-02    4.1780E-03
329      2.7472E-02    6.6692E-03    5.2291E-03
330      4.8678E-03    2.4766E-01    1.2491E-02
331      1.0420E-01    1.5510E-01    9.1880E-03
332      6.6215E-02    1.4744E-02    5.6064E-03
333      5.6092E-02    3.4685E-01    1.1025E-02
-----------------------------------------------
               Did not converge!               
